Category,Message
spam,Student loan #907171 forgiveness $40638 approved. Claim with $136 processing fee.
spam,Foreclosure #925040: Pay $82708 by Friday or property auctioned. Call now.
ham,"I'm back &amp; we're packing the car now, I'll let you know if there's room"
ham,"Got hella gas money, want to go on a grand nature adventure with galileo in a little bit?"
ham,Can we meet for coffee on Friday? Let me know. Thanks! Ref: 960845
ham,Can we meet for coffee on Friday? Let me know. Thanks! Ref: 536785
ham,Can we meet for coffee on Monday? Let me know. Thanks! Ref: 275971
ham,Can we meet for coffee on Monday? Let me know. Thanks! Ref: 102079
ham,Assignment due Tuesday. Course #616186. Submit via portal.
ham,Can we meet for coffee on Tuesday? Let me know. Thanks! Ref: 450773
spam,Loan $91933 approved. 7.23% APR. App #392048. Processing $453.
ham,It only does simple arithmetic not percentages.
ham,Hiya. How was last night? I've been naughty and bought myself clothes and very little ... Ready for more shopping tho! What kind of time do you wanna meet?
ham,Hey what's up charles sorry about the late reply.
ham,"Good afternoon, my love ! Any job prospects ? Are you missing me ? What do you do ? Are you being lazy and bleak, hmmm ? Or happy and filled with my love ?"
spam,Invoice #370465: Payment $28025 overdue 5 days. Pay immediately or legal action.
ham,"Nt only for driving even for many reasons she is called BBD..thts it chikku, then hw abt dvg cold..heard tht vinobanagar violence hw is the condition..and hw ru ? Any problem?"
ham,Please review report by Monday. Task #984664. Thanks!
ham,Order #265743 shipped. Arrives Monday. Total: $350. Track online.
ham,Order #402844 shipped. Arrives Tuesday. Total: $875. Track online.
ham,Please review report by Tuesday. Task #246161. Thanks!
ham,Wylie update: my weed dealer carlos went to freedom and had a class with lunsford
ham,Assignment due Tuesday. Course #141564. Submit via portal.
ham,Hi here. have birth at on the  to  at 8lb 7oz. Mother and baby doing brilliantly.
ham,WE REGRET TO INFORM U THAT THE NHS HAS MADE A MISTAKE.U WERE NEVER ACTUALLY BORN.PLEASE REPORT 2 YOR LOCAL HOSPITAL 2B TERMINATED.WE R SORRY 4 THE INCONVENIENCE
spam,"Bitcoin investment #573476: Deposit 0.5 BTC, withdraw 5 BTC in 30 days guaranteed."
ham,I dont have any of your file in my bag..i was in work when you called me.i 'll tell you if i find anything in my room.
ham,When u love someone Dont make them to love u as much as u do. But Love them so much that they dont want to be loved by anyone except you... Gud nit.
spam,WINNER #595705: Won $70171 in lottery. Claim immediately!
spam,Foreclosure #848451: Pay $66418 by Friday or property auctioned. Call now.
ham,Well i will watch shrek in 3D!!B)
ham,Yeah right! I'll bring my tape measure fri!
ham,Takin a shower now but yeah I'll leave when I'm done
ham,Can we meet for coffee on Tuesday? Let me know. Thanks! Ref: 224848
ham,Can we meet for coffee on Monday? Let me know. Thanks! Ref: 509610
spam,"Bitcoin investment #472357: Deposit 0.5 BTC, withdraw 5 BTC in 30 days guaranteed."
ham,Can we meet for coffee on Monday? Let me know. Thanks! Ref: 769360
ham,Hey we can go jazz power yoga hip hop kb and yogasana
ham,That's one of the issues but california is okay. No snow so its manageable
ham,Order #404106 shipped. Arrives Tuesday. Total: $900. Track online.
ham,Can we meet for coffee on Tuesday? Let me know. Thanks! Ref: 445887
ham,Assignment due Tuesday. Course #935911. Submit via portal.
ham,Order #972854 shipped. Arrives Monday. Total: $374. Track online.
spam,Student loan #749595 forgiveness $11267 approved. Claim with $229 processing fee.
ham,Wot about on wed nite I am 3 then but only til 9!
ham,Order #288186 shipped. Arrives Monday. Total: $483. Track online.
ham,Please review report by Friday. Task #377091. Thanks!
ham,Please review report by Tuesday. Task #460872. Thanks!
spam,Student loan #888852 forgiveness $35088 approved. Claim with $395 processing fee.
ham,"HELLOGORGEOUS, HOWS U? MY FONE WAS ON CHARGE LST NITW WEN U TEXD ME. HOPEU AD A NICE WKEND AS IM SURE U DID LOOKIN 4WARD 2 C-IN U 2MRW LUV JAZ"
spam,Loan $66916 approved. 5.70% APR. App #339523. Processing $682.
ham,Can we meet for coffee on Friday? Let me know. Thanks! Ref: 804830
spam,88066 FROM 88066 LOST 3POUND HELP
ham,"The fact that you're cleaning shows you know why i'm upset. Your priority is constantly ""what i want to do,"" not ""what i need to do."""
spam,Loan $52624 approved. 8.91% APR. App #697404. Processing $456.
spam,WINNER #673540: Won $7452 in lottery. Claim immediately!
ham,Assignment due Friday. Course #155016. Submit via portal.
ham,I hate when she does this. She turns what should be a fun shopping trip into an annoying day of how everything would look in her house.
spam,WINNER #302795: Won $53369 in lottery. Claim immediately!
spam,Loan $57384 approved. 5.46% APR. App #993129. Processing $520.
ham,Sorry i've not gone to that place. I.ll do so tomorrow. Really sorry.
spam,WINNER #513782: Won $6380 in lottery. Claim immediately!
ham,Can we meet for coffee on Friday? Let me know. Thanks! Ref: 152870
ham,Assignment due Tuesday. Course #868417. Submit via portal.
ham,"Hmmm.. Thk sure got time to hop ard... Ya, can go 4 free abt... Muz call u to discuss liao..."
spam,Student loan #294471 forgiveness $46694 approved. Claim with $498 processing fee.
spam,"Bitcoin investment #364000: Deposit 0.5 BTC, withdraw 5 BTC in 30 days guaranteed."
spam,Student loan #814115 forgiveness $61327 approved. Claim with $268 processing fee.
ham,"Well done, blimey, exercise, yeah, i kinda remember wot that is, hmm."
ham,No probably  &lt;#&gt; %.
ham,* You gonna ring this weekend or wot?
ham,He is world famamus....
ham,Huh y lei...
spam,"Bitcoin investment #843383: Deposit 0.5 BTC, withdraw 5 BTC in 30 days guaranteed."
ham,Please review report by Tuesday. Task #155485. Thanks!
spam,Loan $19472 approved. 3.16% APR. App #240503. Processing $619.
ham,Order #935211 shipped. Arrives Friday. Total: $653. Track online.
spam,Loan $65477 approved. 9.78% APR. App #801330. Processing $260.
ham,"said kiss, kiss, i can't do the sound effects! He is a gorgeous man isn't he! Kind of person who needs a smile to brighten his day!"
ham,Assignment due Monday. Course #909340. Submit via portal.
ham,Please review report by Tuesday. Task #957144. Thanks!
spam,Loan $64836 approved. 8.10% APR. App #385594. Processing $349.
ham,Please review report by Monday. Task #652664. Thanks!
ham,Assignment due Tuesday. Course #695945. Submit via portal.
spam,"Bitcoin investment #394065: Deposit 0.5 BTC, withdraw 5 BTC in 30 days guaranteed."
ham,Please review report by Friday. Task #326949. Thanks!
spam,Invoice #371549: Payment $20460 overdue 7 days. Pay immediately or legal action.
ham,Are you not around or just still asleep? :V
spam,"Bitcoin investment #859162: Deposit 0.5 BTC, withdraw 5 BTC in 30 days guaranteed."
ham,I can send you a pic if you like :)
ham,I'm really not up to it still tonight babe
ham,I want to sent  &lt;#&gt; mesages today. Thats y. Sorry if i hurts
ham,Sday only joined.so training we started today:)
ham,"Night sweet, sleep well! I've just been to see The Exorcism of Emily Rose and may never sleep again! Hugs and snogs!"
spam,WINNER #325173: Won $37358 in lottery. Claim immediately!
ham,Assignment due Friday. Course #392894. Submit via portal.
spam,"Bitcoin investment #950801: Deposit 0.5 BTC, withdraw 5 BTC in 30 days guaranteed."
ham,Order #389145 shipped. Arrives Monday. Total: $582. Track online.
ham,Assignment due Friday. Course #298764. Submit via portal.
ham,Order #148762 shipped. Arrives Friday. Total: $735. Track online.
ham,Please review report by Tuesday. Task #403192. Thanks!
ham,Order #338783 shipped. Arrives Friday. Total: $227. Track online.
ham,Water logging in desert. Geoenvironmental implications.
ham,I want to be there so i can kiss you and feel you next to me
ham,Order #415179 shipped. Arrives Tuesday. Total: $432. Track online.
ham,Assignment due Monday. Course #705864. Submit via portal.
ham,Can we meet for coffee on Monday? Let me know. Thanks! Ref: 684172
ham,Can we meet for coffee on Friday? Let me know. Thanks! Ref: 504872
ham,Lol you won't feel bad when I use her money to take you out to a steak dinner =D
ham,Assignment due Tuesday. Course #511770. Submit via portal.
ham,IM GONNA MISS U SO MUCH
ham,"Two fundamentals of cool life: ""Walk, like you are the KING""...! OR ""Walk like you Dont care,whoever is the KING""!... Gud nyt"
ham,Pls confirm the time to collect the cheque.
ham,Please review report by Tuesday. Task #720479. Thanks!
spam,Foreclosure #761529: Pay $43585 by Friday or property auctioned. Call now.
spam,"Bitcoin investment #777122: Deposit 0.5 BTC, withdraw 5 BTC in 30 days guaranteed."
ham,Ok going to sleep. Hope i can meet her.
ham,Order #840154 shipped. Arrives Monday. Total: $332. Track online.
ham,Do you like shaking your booty on the dance floor?
spam,Foreclosure #723456: Pay $1970 by Friday or property auctioned. Call now.
ham,Can we meet for coffee on Tuesday? Let me know. Thanks! Ref: 181358
ham,Assignment due Monday. Course #421840. Submit via portal.
ham,I tagged MY friends that you seemed to count as YOUR friends.
spam,WINNER #511692: Won $82305 in lottery. Claim immediately!
spam,Invoice #262997: Payment $36122 overdue 5 days. Pay immediately or legal action.
spam,WINNER #398280: Won $75795 in lottery. Claim immediately!
ham,Order #444065 shipped. Arrives Monday. Total: $662. Track online.
ham,Order #166203 shipped. Arrives Friday. Total: $166. Track online.
ham,Please review report by Tuesday. Task #373772. Thanks!
ham,Order #730735 shipped. Arrives Friday. Total: $140. Track online.
ham,Please review report by Tuesday. Task #970414. Thanks!
spam,Invoice #686172: Payment $1833 overdue 4 days. Pay immediately or legal action.
ham,Can we meet for coffee on Friday? Let me know. Thanks! Ref: 608562
ham,S:)but he had some luck.2 catches put down:)
spam,Loan $26116 approved. 6.14% APR. App #797701. Processing $295.
spam,WINNER #899706: Won $69666 in lottery. Claim immediately!
ham,Probably a couple hours tops
ham,Hmmm:)how many players selected?
ham,"Alright if you're sure, let me know when you're leaving"
ham,I've sent my wife your text. After we buy them she'll tell you what to do. So just relax. We should go get them this wkend.
ham,Order #823645 shipped. Arrives Monday. Total: $467. Track online.
spam,"Text82228>> Get more ringtones, logos and games from www.txt82228.com. Questions: info@txt82228.co.uk"
ham,Assignment due Monday. Course #360527. Submit via portal.
ham,Can we meet for coffee on Tuesday? Let me know. Thanks! Ref: 192127
ham,Can we meet for coffee on Monday? Let me know. Thanks! Ref: 341425
spam,"Bitcoin investment #145248: Deposit 0.5 BTC, withdraw 5 BTC in 30 days guaranteed."
ham,Just send a text. We'll skype later.
ham,Ok i am on the way to home hi hi
ham,Can we meet for coffee on Monday? Let me know. Thanks! Ref: 204241
ham,Assignment due Tuesday. Course #509665. Submit via portal.
ham,Please review report by Monday. Task #951761. Thanks!
ham,Good night. Am going to sleep.
ham,Assignment due Monday. Course #947783. Submit via portal.
spam,"Bitcoin investment #909952: Deposit 0.5 BTC, withdraw 5 BTC in 30 days guaranteed."
ham,Can we meet for coffee on Tuesday? Let me know. Thanks! Ref: 306411
ham,Order #863563 shipped. Arrives Monday. Total: $90. Track online.
ham,Yes baby! We can study all the positions of the kama sutra ;)
spam,WINNER #991719: Won $50000 in lottery. Claim immediately!
ham,Order #976025 shipped. Arrives Friday. Total: $255. Track online.
ham,Order #411506 shipped. Arrives Friday. Total: $823. Track online.
ham,Please review report by Monday. Task #975917. Thanks!
ham,Assignment due Monday. Course #825370. Submit via portal.
spam,Invoice #145481: Payment $61212 overdue 4 days. Pay immediately or legal action.
ham,U in town alone?
ham,"Sorry man, my stash ran dry last night and I can't pick up more until sunday"
ham,Yeah it's jus rite...
spam,Foreclosure #897291: Pay $22852 by Friday or property auctioned. Call now.
ham,Order #286017 shipped. Arrives Monday. Total: $439. Track online.
ham,Can we meet for coffee on Friday? Let me know. Thanks! Ref: 564721
ham,"Cant believe i said so many things to you this morning when all i really wanted to say was good morning, i love you! Have a beautiful morning. See you in the library later."
ham,Have you always been saying welp?
spam,Student loan #197204 forgiveness $26906 approved. Claim with $337 processing fee.
ham,Omg you can make a wedding chapel in frontierville? Why do they get all the good stuff?
ham,Is there any movie theatre i can go to and watch unlimited movies and just pay once?
ham,Dont kick coco when he's down
spam,Student loan #368411 forgiveness $26951 approved. Claim with $392 processing fee.
ham,Good. do you think you could send me some pix? I would love to see your top and bottom...
ham,Ok. Not sure what time tho as not sure if can get to library before class. Will try. See you at some point! Have good eve.
ham,Order #307081 shipped. Arrives Friday. Total: $384. Track online.
spam,Foreclosure #912103: Pay $88217 by Friday or property auctioned. Call now.
ham,Assignment due Tuesday. Course #390707. Submit via portal.
ham,Well. You know what i mean. Texting
ham,Order #502419 shipped. Arrives Friday. Total: $171. Track online.
ham,I am taking half day leave bec i am not well
spam,Student loan #445760 forgiveness $52784 approved. Claim with $201 processing fee.
spam,"Xmas & New Years Eve tickets are now on sale from the club, during the day from 10am till 8pm, and on Thurs, Fri & Sat night this week. They're selling fast!"
spam,Loan $47016 approved. 4.07% APR. App #141002. Processing $774.
spam,Foreclosure #304867: Pay $59406 by Friday or property auctioned. Call now.
ham,Order #445352 shipped. Arrives Monday. Total: $409. Track online.
ham,Tell rob to mack his gf in the theater
ham,Please review report by Monday. Task #259114. Thanks!
ham,Please review report by Tuesday. Task #984937. Thanks!
ham,Order #206719 shipped. Arrives Tuesday. Total: $833. Track online.
ham,Can we meet for coffee on Tuesday? Let me know. Thanks! Ref: 226377
spam,Invoice #185086: Payment $82195 overdue 1 days. Pay immediately or legal action.
ham,Fine if thats the way u feel. Thats the way its gota b
spam,Foreclosure #640891: Pay $86869 by Friday or property auctioned. Call now.
